,KHIPU_ID,CREATED_BY,CREATED_ON,CHANGED_BY,CHANGED_ON,NOTES,plainnotes
56,1000023,katie,2003-06-25 15:10:01,,0000-00-00 00:00:00,"5. Loop pendants terminate in MB string, tied in knot with 11.0 cm of string extending either side of knot (picture in notes)","5. Loop pendants terminate in MB string, tied in knot with 11.0 cm of string extending either side of knot (picture in notes)"
57,1000023,katie,2003-06-25 15:10:40,,0000-00-00 00:00:00,"6. Pendant 220 is tied around main cord, and extends from it with 20 (pendant string-like) subsidiaries pendant from it (picture in notes)","6. Pendant 220 is tied around main cord, and extends from it with 20 (pendant string-like) subsidiaries pendant from it (picture in notes)"
58,1000023,katie,2003-06-25 15:11:28,,0000-00-00 00:00:00,"7. Pendant 269 - the tope 3 turns of the long knot are white mixed with grayish green; then, turns 4-9 of the long knot (and the remainder of string) are all grayish green.","7. Pendant 269 - the tope 3 turns of the long knot are white mixed with grayish green; then, turns 4-9 of the long knot (and the remainder of string) are all grayish green."
59,1000023,katie,2003-06-25 15:11:58,,0000-00-00 00:00:00,"8. Loop pendant 286 = string looped twice around main cord, carries all 21 subsidiaries (picture in notes)","8. Loop pendant 286 = string looped twice around main cord, carries all 21 subsidiaries (picture in notes)"
60,1000023,katie,2003-06-25 15:13:03,,0000-00-00 00:00:00,AMS date given as 379 plus/minus 34 BP or 1443-1630 AD.  (Current BP dates calculated from inputed CE dates given in notes.),AMS date given as 379 plus/minus 34 BP or 1443-1630 AD.  (Current BP dates calculated from inputed CE dates given in notes.)
61,1000026,katie,2003-06-26 19:35:56,,0000-00-00 00:00:00,"1. AS201, 202, and 203 are designated by the same museum number.  They are similar in color.  Five colors are used; one is on all three of the quipus and another is on two of the three.  All have groups consistent by color patterning.  The values on them are the same order of magnitude.  All values are 0-20.  All group sums are below 40.  (See AS202 Observation 4 for other materials found with these quipus.)","1. AS201, 202, and 203 are designated by the same museum number.  They are similar in color.  Five colors are used; one is on all three of the quipus and another is on two of the three.  All have groups consistent by color patterning.  The values on them are the same order of magnitude.  All values are 0-20.  All group sums are below 40.  (See AS202 Observation 4 for other materials found with these quipus.)"
62,1000026,katie,2003-06-26 19:37:31,,0000-00-00 00:00:00,"2. AS201, 202, 203, and 204 are all designated by the museum as TK.  This collection is discussed in D. Menzel in ""Pottery Style and Society in Ancient Peru"", Berkeley and Los Angeles, University of California Press 1976.  Its provenance is Ica.","2. AS201, 202, 203, and 204 are all designated by the museum as TK.  This collection is discussed in D. Menzel in ""Pottery Style and Society in Ancient Peru"", Berkeley and Los Angeles, University of California Press 1976.  Its provenance is Ica."
63,1000026,katie,2003-06-26 19:39:01,,0000-00-00 00:00:00,"3. By spacing, the quipu is separated into three groups of 2, 4, 4 pendants.  Both pendants in the first group are color B.  Each pendant in the next two groups is color LB with one subsidiary.  The subsidiaries in the first of these two groups are LB. EB, or LB and EB mottled; in the second of these two groups they are all color B.","3. By spacing, the quipu is separated into three groups of 2, 4, 4 pendants.  Both pendants in the first group are color B.  Each pendant in the next two groups is color LB with one subsidiary.  The subsidiaries in the first of these two groups are LB. EB, or LB and EB mottled; in the second of these two groups they are all color B."
64,1000026,katie,2003-06-26 19:40:09,,0000-00-00 00:00:00,4. The two groups of four have the same rank order: P3>P1>P2>P4.  One group and  its subsidiaries sums to 64 and the other and its subsidiaries to 63.  The subsidiaries on the second of these groups are all B and sum to 31.  Similarly the first group of two pendants are B and sum to 31.,4. The two groups of four have the same rank order: P3>P1>P2>P4.  One group and  its subsidiaries sums to 64 and the other and its subsidiaries to 63.  The subsidiaries on the second of these groups are all B and sum to 31.  Similarly the first group of two pendants are B and sum to 31.
65,1000027,katie,2003-06-26 19:57:26,,0000-00-00 00:00:00,1.  Construction Note: The main cord (A) is connected to another cord (B) which is color LB but heavier than the LB pendant cord.  Another pendant (12) is suspended from cord B.  It is possible that cord B is the main cord and pendants 1-11 are actually all subsidiaries of a single pendant cord.,1.  Construction Note: The main cord (A) is connected to another cord (B) which is color LB but heavier than the LB pendant cord.  Another pendant (12) is suspended from cord B.  It is possible that cord B is the main cord and pendants 1-11 are actually all subsidiaries of a single pendant cord.
66,1000027,katie,2003-06-26 19:57:58,,0000-00-00 00:00:00,2.  (See AS201 comment 2),2.  (See AS201 comment 2)
67,1000027,katie,2003-06-26 19:59:18,,0000-00-00 00:00:00,"3. By spacing and color the quipu forms 5 groups of 2,3,2,2,2 pendants each.  In the first group both pendants are color MB, have no subsidiaries, and are value 0.  The next 4 groups are YB, LB (with an additional MB in group 2), have value 0 or 1, and with one exception each have a subsidiary.  The values on the subsidiaries are 0, 3, or 4.  Their colors are YB or LB or MB.  It is the MB subsidiaries that contain the non zero values.","3. By spacing and color the quipu forms 5 groups of 2,3,2,2,2 pendants each.  In the first group both pendants are color MB, have no subsidiaries, and are value 0.  The next 4 groups are YB, LB (with an additional MB in group 2), have value 0 or 1, and with one exception each have a subsidiary.  The values on the subsidiaries are 0, 3, or 4.  Their colors are YB or LB or MB.  It is the MB subsidiaries that contain the non zero values."
68,1000028,katie,2003-06-26 20:20:12,,0000-00-00 00:00:00,"1. This quipu is associated with another which is described in detail as no 45 (Figure 10) in CJ Mackey, ""Knot Records in Ancient and Modern Peru"", University Microfilm International, Ann Arbor, 1970.  Her description includes the assocated artifacts.","1. This quipu is associated with another which is described in detail as no 45 (Figure 10) in CJ Mackey, ""Knot Records in Ancient and Modern Peru"", University Microfilm International, Ann Arbor, 1970.  Her description includes the assocated artifacts."
69,1000028,katie,2003-06-26 20:20:49,,0000-00-00 00:00:00,"2. All the pendants are color YB and have values 1-4.  There are 0-3 subsidiaries on each.  One, and only one, of the subsidiaries is BS.","2. All the pendants are color YB and have values 1-4.  There are 0-3 subsidiaries on each.  One, and only one, of the subsidiaries is BS."
70,1000028,katie,2003-06-26 20:29:32,,0000-00-00 00:00:00,"(Previous sentence should read: ""One, and only one, of the subsidiaries ON EACH is BS."")","(Previous sentence should read: ""One, and only one, of the subsidiaries ON EACH is BS."")"
71,1000029,katie,2003-06-26 20:47:03,,0000-00-00 00:00:00,(Notes 1-7 of the Aschers entered with pendants they refered to.),(Notes 1-7 of the Aschers entered with pendants they refered to.)
72,1000029,katie,2003-06-26 20:48:31,,0000-00-00 00:00:00,Additional notes available pgs 62-65 of Ascher and Ascher 1987,Additional notes available pgs 62-65 of Ascher and Ascher 1987
73,1000030,katie,2003-06-26 21:08:21,,0000-00-00 00:00:00,This khipu is attached to AS207A (40.5-43.5 cm on the primary cord of AS207A).,This khipu is attached to AS207A (40.5-43.5 cm on the primary cord of AS207A).
74,1000031,katie,2003-06-26 21:09:47,,0000-00-00 00:00:00,This khipu is attached to AS207A (40.5-43.5 cm on the primary cord of AS207A).  ,This khipu is attached to AS207A (40.5-43.5 cm on the primary cord of AS207A).  
75,1000030,katie,2003-06-27 13:12:21,,0000-00-00 00:00:00,"1. By color, subsidiary placement, and knot form the quipu is in two parts.  The first part consists of 3 groups of 3 pendants each.  Each of these nine pendants has 1 white subsidiary and two positions of unit knots.  The pendants are associated into groups by color: 3 W, 3 KB:W, 3 YB.  The second part consists of 4 pendants of color YB with values 10-19 followed by 4 pendants of color W all with value 0.","1. By color, subsidiary placement, and knot form the quipu is in two parts.  The first part consists of 3 groups of 3 pendants each.  Each of these nine pendants has 1 white subsidiary and two positions of unit knots.  The pendants are associated into groups by color: 3 W, 3 KB:W, 3 YB.  The second part consists of 4 pendants of color YB with values 10-19 followed by 4 pendants of color W all with value 0."
76,1000031,katie,2003-06-27 14:10:14,,0000-00-00 00:00:00,Additional notes can be found on pg 69 of Ascher and  Ascher 1987,Additional notes can be found on pg 69 of Ascher and  Ascher 1987
77,1000032,katie,2003-06-27 18:26:27,,0000-00-00 00:00:00,"Additional notes found in Ascher and Ascher 1987, pgs. 91-99","Additional notes found in Ascher and Ascher 1987, pgs. 91-99"
78,1000033,katie,2003-06-30 13:17:43,,0000-00-00 00:00:00,"1. A cord fragment was tied to the main cord just before P19.  The cord color is B and it is broken at both ends.  Beginning at the broken end nearest the single knots there is a space of 4.50 cm, 3s, space of 8.50, 3L, space of 13.5, broken end.  It is unlikely that the fragment is part of broken P50, P10s1, or P18s1 because the knots would not be aligned with the others in the group.  The fragment's value (33) would make it unlikely to be part of broken P48 or the pendant that may be missing just after P35 (see comment 2).  These would be expected to have values less than 10.  When the fragment was tied to the main cord is unknown but it does not appear to have been done recently.","1. A cord fragment was tied to the main cord just before P19.  The cord color is B and it is broken at both ends.  Beginning at the broken end nearest the single knots there is a space of 4.50 cm, 3s, space of 8.50, 3L, space of 13.5, broken end.  It is unlikely that the fragment is part of broken P50, P10s1, or P18s1 because the knots would not be aligned with the others in the group.  The fragment's value (33) would make it unlikely to be part of broken P48 or the pendant that may be missing just after P35 (see comment 2).  These would be expected to have values less than 10.  When the fragment was tied to the main cord is unknown but it does not appear to have been done recently."
79,1000033,katie,2003-06-30 13:19:24,,0000-00-00 00:00:00,2. A discoloration on the main cord suggests that another pendant was once attached just after P35.  We assume this in the observations that follow.  (See Ascher and Ascher 1987:109-111 for the observations.),2. A discoloration on the main cord suggests that another pendant was once attached just after P35.  We assume this in the observations that follow.  (See Ascher and Ascher 1987:109-111 for the observations.)
